@relation csvPartidos

@attribute surface {Hard,Clay,Grass}
@attribute P1_hand {R,L,U}
@attribute P2_hand {R,L,U}
@attribute P1_ht numeric
@attribute P2_ht numeric
@attribute P1_age numeric
@attribute P2_age numeric
@attribute P1_ace numeric
@attribute P2_ace numeric
@attribute P1_df numeric
@attribute P2_df numeric
@attribute P1_svpt numeric
@attribute P2_svpt numeric
@attribute P1_1stIn numeric
@attribute P2_1stIn numeric
@attribute P1_1stWon numeric
@attribute P2_1stWon numeric
@attribute P1_2ndWon numeric
@attribute P2_2ndWon numeric
@attribute P1_SvGms numeric
@attribute P2_SvGms numeric
@attribute P1_bpSaved numeric
@attribute P2_bpSaved numeric
@attribute P1_rank numeric
@attribute P2_rank numeric
@attribute P1_bpFaced numeric
@attribute P2_bpFaced numeric
@attribute WINNER {P1,P2}

@data
Grass,R,R,180,185,25.83,36.86,8,12,3,3,74,75,45,50,36,42,14,13,12,12,1,6,109,1,3,7,P2
Grass,R,R,185,?,36.86,21.59,12,11,1,0,88,98,62,73,54,54,11,12,15,14,1,3,1,34,3,4,P2
Grass,R,R,172,188,26.08,27.09,1,9,6,5,106,94,65,61,44,51,21,15,14,16,11,6,29,5,15,8,P2
Grass,R,R,183,188,29.01,31.07,2,4,3,2,68,34,41,26,23,24,10,4,8,7,8,0,63,22,13,0,P2
Grass,R,L,175,183,28.07,29.97,2,11,2,5,89,85,49,53,36,33,19,17,14,14,6,2,340,26,9,6,P2
Grass,R,R,196,185,32.75,36.49,11,19,1,3,107,85,66,51,48,39,17,19,15,15,6,4,19,66,9,6,P2
Grass,R,R,203,188,32.08,31.09,26,6,2,1,97,109,73,78,59,59,16,21,17,17,2,1,8,38,2,2,P2
Grass,R,R,?,?,21.69,20.41,6,6,4,2,63,80,33,58,25,44,18,12,11,11,0,6,55,62,2,7,P2
Grass,R,R,175,188,30.47,31.35,2,6,1,2,68,46,43,33,27,29,12,8,9,9,4,0,121,61,7,0,P2
Grass,R,R,185,?,25.73,22.35,2,9,2,5,52,62,28,40,22,35,12,11,10,11,0,1,14,53,2,1,P2
Grass,R,R,183,?,26.11,23.44,7,6,0,2,88,60,57,31,40,28,13,19,11,11,3,0,58,17,5,1,P2
Grass,R,R,190,193,31.09,23.14,16,18,8,11,119,110,67,66,51,55,21,14,16,16,8,7,156,21,11,11,P2
Grass,R,R,183,196,25.95,27.47,0,13,2,2,39,29,27,24,15,21,4,3,5,6,3,0,84,31,6,0,P2
Grass,R,L,163,188,27.53,36.74,2,11,5,3,87,86,46,50,32,44,24,23,14,16,0,1,9,37,3,2,P2
Grass,R,R,?,198,19.89,30.7,5,16,2,1,60,56,30,38,22,33,13,9,9,9,4,2,223,13,7,2,P2
Grass,L,R,?,183,22.82,33.22,2,13,5,2,54,48,26,29,17,25,13,11,8,9,5,0,80,261,8,0,P2
Grass,L,L,?,193,19.18,35.11,14,13,2,3,83,73,58,47,46,45,14,15,12,12,3,0,23,46,3,0,P2
Grass,L,R,188,198,34.59,29.72,4,7,2,1,59,44,32,29,24,28,12,12,9,10,3,0,33,6,5,0,P2
Grass,R,R,188,188,27.09,31.07,8,3,5,4,48,52,26,34,16,30,11,10,8,9,3,1,5,22,6,1,P2
Grass,R,L,185,183,36.49,29.97,11,1,3,4,74,86,48,51,33,37,10,17,11,10,3,9,66,26,6,10,P2
Grass,R,R,188,?,31.09,20.41,10,10,2,2,78,85,51,51,42,41,14,17,14,14,5,4,38,62,7,6,P2
Grass,R,R,?,188,22.35,31.35,12,14,5,3,74,64,44,44,33,38,14,12,10,11,2,0,53,61,3,0,P2
Grass,R,R,?,193,23.44,23.14,10,32,3,6,110,102,67,72,52,63,24,16,16,17,5,1,17,21,6,1,P2
Grass,R,L,196,188,27.47,36.74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31,37,?,?,P2
Grass,R,R,183,198,33.22,30.7,8,25,2,3,89,113,56,67,43,54,16,24,15,16,3,12,261,13,7,13,P2
Grass,L,R,193,198,35.11,29.72,17,19,3,1,91,73,68,48,49,42,7,15,14,14,7,3,46,6,10,4,P2
Grass,L,R,183,188,29.97,31.07,4,6,2,2,63,55,40,35,24,29,9,11,9,10,9,1,26,22,13,2,P2
Grass,R,R,?,188,20.41,31.35,9,8,3,2,64,70,43,49,31,38,11,11,10,10,7,9,62,61,9,9,P2
Grass,L,R,188,193,36.74,23.14,16,32,2,4,70,89,49,66,44,53,11,11,12,12,1,3,37,21,1,3,P2
Grass,R,R,198,198,30.7,29.72,7,10,1,2,68,60,42,33,32,30,9,15,10,10,3,0,13,6,5,0,P2
Grass,R,R,188,188,31.35,31.07,5,4,2,0,75,59,52,40,40,33,10,16,11,11,2,0,61,22,3,0,P2
Grass,R,R,193,198,23.14,29.72,16,11,3,1,71,71,52,51,42,45,13,14,12,12,2,0,21,6,2,0,P2
Grass,R,R,188,198,31.07,29.72,12,18,5,6,109,113,81,54,62,46,14,34,16,17,7,5,22,6,8,6,P2
Grass,R,R,?,193,22.84,27.69,7,11,3,2,58,63,34,39,30,34,15,16,11,11,0,1,247,95,1,1,P2
Grass,L,R,190,188,27.72,27.27,2,5,12,2,91,72,54,53,38,40,15,10,11,11,10,3,81,75,12,4,P2
Grass,L,R,185,173,28.11,29.77,13,7,1,2,85,98,58,58,45,48,14,16,15,14,1,9,72,45,3,10,P2
Grass,R,L,?,?,24.18,24.96,6,11,2,4,71,94,53,67,42,48,7,15,11,11,1,9,99,103,2,9,P2
Grass,R,R,?,185,25.26,26.34,3,2,1,7,43,49,27,28,15,23,8,10,8,9,4,0,74,76,8,1,P2
Grass,R,R,?,180,25.46,27.99,1,7,3,1,62,52,35,39,25,32,13,7,9,9,5,1,301,57,8,1,P2
Grass,R,R,183,190,36,31.22,5,18,3,0,109,120,64,81,46,60,30,23,17,17,2,10,100,44,4,11,P2
Grass,R,R,?,188,25.41,35.06,7,4,8,5,107,100,57,59,40,50,29,18,16,16,4,6,87,69,8,8,P2
Grass,R,R,183,188,33.02,31.31,16,6,3,4,64,71,36,41,30,37,16,19,10,11,2,5,84,176,3,5,P2
Grass,R,R,190,185,34.72,29.24,0,8,3,0,50,39,29,22,16,20,10,12,8,8,5,0,89,47,9,0,P2
Grass,R,R,183,?,36.53,26.95,3,7,4,0,61,45,30,33,21,28,12,9,9,9,5,0,86,78,8,0,P2
Grass,R,R,185,175,28.13,28.01,8,5,2,2,80,102,45,77,32,54,22,17,14,15,0,5,82,96,3,5,P2
Grass,R,R,193,172,27.69,26.1,10,6,4,3,99,91,63,65,44,46,21,17,15,15,11,2,95,30,13,3,P2
Grass,R,R,173,188,29.77,27.27,4,9,3,6,93,104,63,68,50,46,13,20,15,15,1,5,45,75,3,8,P2
Grass,L,L,188,?,34.61,24.96,10,3,5,4,57,64,33,41,28,33,11,15,10,11,3,2,33,103,5,2,P2
Grass,R,R,180,185,27.99,26.34,5,5,3,4,115,75,75,43,45,30,23,21,15,15,12,3,57,76,15,6,P2
Grass,R,R,190,188,31.22,35.06,13,9,4,4,118,109,72,71,58,55,18,26,16,16,7,5,44,69,9,5,P2
Grass,R,R,188,193,31.31,31.81,9,19,1,6,86,108,53,74,40,57,19,13,16,17,2,5,176,41,5,7,P2
Grass,R,R,?,185,26.95,29.24,8,6,2,2,101,125,61,59,38,39,23,38,16,16,5,15,78,47,10,18,P2
Grass,R,L,175,183,28.01,29.99,2,10,3,3,61,61,46,37,30,30,7,14,11,11,3,4,96,24,6,5,P2
Grass,R,R,188,172,27.27,26.1,4,1,5,1,56,46,34,32,20,23,9,12,9,8,2,1,75,30,6,1,P2
Grass,R,L,185,?,26.34,24.96,6,5,6,2,63,65,39,49,35,38,7,10,10,10,2,3,76,103,4,3,P2
Grass,R,R,188,193,35.06,31.81,3,12,5,0,74,59,48,46,33,42,15,8,11,11,1,1,69,41,2,1,P2
Grass,R,L,185,183,29.24,29.99,7,7,2,3,72,84,48,52,36,38,11,19,11,11,4,9,47,24,5,9,P2
Grass,L,R,?,172,24.96,26.1,5,5,2,1,59,69,41,44,28,30,5,16,10,11,3,6,103,30,6,8,P2
Grass,R,L,193,183,31.81,29.99,17,1,3,3,86,100,63,69,50,50,13,19,16,16,2,5,41,24,4,7,P2
Grass,L,R,183,172,29.99,26.1,1,8,0,2,61,63,41,36,26,26,7,14,10,11,5,0,24,30,9,2,P2
Grass,R,R,183,190,33.24,31.11,8,2,4,2,59,57,36,31,19,25,11,13,8,8,4,4,225,156,8,4,P2
Grass,R,R,?,183,19.35,30.5,5,1,2,0,41,57,25,38,14,29,5,10,7,8,2,7,77,90,6,7,P2
Grass,U,R,?,175,22.2,36.23,3,0,0,2,48,85,24,53,20,34,6,16,10,11,0,8,80,38,5,11,P2
Grass,R,R,?,?,20.66,21.71,14,11,3,4,111,104,60,59,46,48,23,26,16,17,8,1,68,54,11,3,P2
Grass,R,L,?,190,22.7,30.84,2,5,2,0,77,77,48,52,29,40,14,10,13,13,1,6,66,67,6,9,P2
Grass,R,R,?,188,22.37,28.5,3,7,4,5,72,52,34,32,25,29,15,11,9,9,5,3,59,42,8,3,P2
Grass,R,R,183,188,33.49,31.11,4,7,1,3,78,72,45,37,31,25,13,20,11,11,5,7,53,36,8,9,P2
Grass,L,R,193,183,35.13,29.03,15,9,5,2,87,85,59,48,41,41,14,25,14,15,8,1,60,62,11,1,P2
Grass,R,R,190,188,34.34,31.8,8,9,3,1,113,122,68,88,47,61,24,15,16,17,5,4,43,91,8,6,P2
Grass,R,L,196,?,30.94,22.84,13,5,4,4,99,105,71,64,50,50,18,25,16,16,6,8,316,79,9,8,P2
Grass,R,R,183,?,26.13,19.91,3,3,7,1,48,61,23,34,16,24,12,18,8,9,4,2,58,236,7,2,P2
Grass,L,R,?,185,26.34,30.64,3,5,2,2,76,57,54,33,34,31,12,17,11,11,4,0,244,94,6,1,P2
Grass,R,R,190,?,31.11,23.46,5,8,3,4,80,56,51,34,31,28,16,11,10,10,6,4,156,18,9,5,P2
Grass,R,R,175,183,36.23,30.5,2,1,5,1,58,58,35,32,19,21,7,16,7,7,10,7,38,90,15,7,P2
Grass,R,L,?,?,21.71,19.2,3,11,7,4,109,82,60,51,40,40,20,17,14,14,9,4,54,26,12,5,P2
Grass,R,L,188,190,28.5,30.84,4,5,6,0,74,52,36,38,24,30,17,8,9,9,9,2,42,67,12,2,P2
Grass,R,R,188,183,31.11,29.03,5,3,2,1,93,83,53,58,39,39,18,16,12,12,5,6,36,62,7,8,P2
Grass,R,R,188,?,31.8,25.73,6,8,4,4,87,89,62,52,45,42,15,22,16,16,2,0,91,31,4,1,P2
Grass,R,L,?,?,19.91,22.84,2,0,0,3,58,53,34,33,21,23,12,12,10,9,6,0,236,79,10,1,P2
Grass,R,R,170,185,25.86,30.64,3,8,8,4,110,94,65,59,47,40,19,21,16,16,9,4,11,94,13,7,P2
Grass,R,R,?,183,23.46,30.5,8,8,3,0,86,107,48,76,32,52,18,16,14,14,4,6,18,90,9,8,P2
Grass,L,L,?,190,19.2,30.84,2,2,8,0,72,61,42,34,28,22,4,12,9,9,4,4,26,67,10,7,P2
Grass,R,R,183,?,29.03,25.73,5,5,4,2,89,91,51,62,36,47,16,14,14,15,2,2,62,31,6,4,P2
Grass,L,R,?,185,22.84,30.64,5,5,3,0,60,57,43,36,28,28,5,14,9,10,5,4,79,94,8,5,P2
Grass,R,L,183,190,30.5,30.84,1,3,2,6,83,87,54,56,34,41,15,13,11,11,8,5,90,67,11,7,P2
Grass,R,R,?,185,25.73,30.64,7,9,0,0,54,47,39,33,29,29,5,11,9,10,3,0,31,94,5,0,P2
Grass,R,L,185,190,30.64,30.84,0,4,2,1,88,57,54,35,32,30,18,13,10,10,10,2,94,67,12,2,P2
Grass,R,R,180,185,28.01,36.9,0,8,1,1,84,63,59,45,35,41,10,11,13,13,6,0,58,2,11,0,P2
Grass,U,R,?,185,22.06,30.66,11,10,5,5,116,129,69,86,50,63,24,23,21,21,1,4,284,73,6,8,P2
Grass,R,R,183,208,36.02,39.34,5,36,8,9,125,139,86,96,67,77,19,19,22,22,3,6,102,112,6,8,P2
Grass,R,R,188,?,31.13,28.19,14,17,9,6,163,156,103,96,80,86,37,32,27,28,7,2,36,64,9,4,P2
Grass,R,L,?,183,22.09,30.01,10,5,4,5,103,109,63,59,44,42,19,29,19,18,1,7,167,26,6,11,P2
Grass,R,R,?,183,25.28,26.15,1,9,3,3,82,75,41,43,25,37,19,19,12,13,13,3,79,59,18,3,P2
Grass,R,R,178,188,27.6,35.08,5,0,4,5,84,94,42,57,23,45,21,16,13,13,6,9,118,65,12,10,P2
Grass,R,R,?,?,21.63,22.39,6,8,3,2,82,89,53,41,37,36,12,28,15,14,5,3,20,67,10,4,P2
Grass,R,R,?,198,24.2,30.74,6,15,2,3,81,72,50,42,30,39,18,17,14,13,5,4,101,13,10,4,P2
Grass,R,R,185,193,29.26,32.48,3,20,7,8,150,174,97,108,64,72,29,34,23,24,6,17,45,109,11,22,P2
Grass,R,R,?,183,23.08,36.54,13,6,10,3,141,137,91,89,67,70,24,29,23,21,13,6,90,86,17,7,P2
Grass,R,R,185,193,32.04,31.83,5,11,5,10,110,116,59,67,41,56,28,23,18,17,3,6,31,44,6,7,P2
Grass,R,R,185,178,28.15,34.71,6,11,5,2,109,81,60,46,33,39,28,22,15,15,14,2,83,27,19,3,P2
Grass,R,L,?,193,20.47,35.15,8,36,10,7,157,144,104,93,75,74,29,28,25,26,9,4,119,60,13,7,P2
Grass,L,R,?,190,28.57,34.36,4,6,1,3,89,57,58,32,30,29,14,15,13,12,8,0,211,50,15,1,P2
Grass,R,R,?,203,27.89,32.12,4,20,7,3,107,79,66,54,44,45,20,18,14,15,5,1,190,8,8,1,P2
Grass,L,R,?,198,22.76,29.76,1,21,0,4,86,78,42,46,24,41,24,20,13,14,9,5,256,5,13,5,P2
Grass,R,L,?,185,25.12,28.13,4,13,6,4,144,142,98,98,65,67,20,24,22,23,10,12,147,82,16,17,P2
Grass,R,R,175,?,28.03,23.21,4,5,7,8,150,142,100,80,64,62,30,32,21,24,9,7,96,103,13,11,P2
Grass,R,R,185,?,26.34,22.72,9,20,5,3,132,120,73,80,56,62,30,23,20,21,7,7,30,66,10,9,P2
Grass,R,R,180,185,25.87,24.35,15,17,7,7,117,118,65,73,52,58,19,17,17,18,13,7,84,19,18,10,P2
Grass,R,R,180,?,30.05,24.84,9,9,1,2,96,100,55,66,37,46,20,25,15,15,6,9,110,171,10,10,P2
Grass,U,R,?,183,26.54,29.05,11,8,5,3,154,109,78,62,52,48,37,34,22,20,9,7,137,56,16,9,P2
Grass,L,R,?,196,24.49,27.51,4,18,2,7,72,68,45,37,25,33,11,21,12,13,5,0,173,32,11,0,P2
Grass,U,R,?,206,28.68,33.18,2,28,5,3,113,88,73,61,49,50,20,18,17,16,10,2,134,10,13,2,P2
Grass,R,L,188,?,28.52,30.46,23,10,7,5,173,178,104,120,79,93,34,24,30,28,13,8,42,104,19,11,P2
Grass,L,R,?,181,22.86,28.96,8,17,3,5,142,127,84,79,66,63,30,31,23,23,6,6,75,71,9,9,P2
Grass,R,R,188,?,26.97,28.64,5,10,10,7,163,128,99,82,57,58,26,29,22,21,14,7,12,98,24,10,P2
Grass,R,R,183,?,24.37,19.89,3,17,4,6,136,123,81,87,53,66,30,22,21,23,5,6,188,35,10,8,P2
Grass,R,R,185,?,34.45,21.73,0,7,9,10,93,89,45,39,30,32,27,31,14,15,5,1,61,54,9,1,P2
Grass,R,R,183,?,25.99,29.1,4,5,11,6,137,108,81,63,48,44,23,20,17,17,10,8,85,133,18,13,P2
Grass,R,R,188,183,27.13,33.26,12,9,4,2,127,136,80,87,59,71,23,17,23,20,6,10,6,224,9,14,P2
Grass,R,R,185,183,24.83,33.04,7,10,8,2,83,56,40,27,32,25,18,23,12,12,4,0,7,95,7,0,P2
Grass,R,R,175,?,36.25,22.11,3,17,7,4,117,125,74,92,53,68,20,19,19,22,5,6,37,40,10,10,P2
Grass,R,R,?,185,26.4,36.53,11,6,10,3,123,107,55,61,35,46,33,23,17,16,10,7,49,63,17,10,P2
Grass,L,R,188,?,34.63,20.45,22,10,5,4,129,155,77,99,60,68,33,36,21,23,2,13,34,52,4,15,P2
Grass,L,R,?,?,25.49,23.48,10,8,5,1,99,73,60,50,34,42,19,14,15,14,6,2,204,17,12,3,P2
Grass,R,L,173,190,29.79,27.87,6,11,5,5,111,96,71,60,46,49,24,23,19,18,3,0,69,168,7,2,P2
Grass,R,L,?,188,26.91,33.18,11,14,8,4,143,133,86,77,62,64,30,31,21,22,9,8,105,126,12,10,P2
Grass,R,R,?,188,26.95,31.11,5,0,4,2,94,57,57,40,34,33,11,12,12,12,12,0,57,21,19,1,P2
Grass,R,R,188,193,31.82,23.18,6,42,2,6,126,144,86,105,67,87,31,22,24,24,2,5,92,18,3,5,P2
Grass,R,R,193,190,27.71,31.24,26,12,6,7,152,152,88,88,67,67,32,37,24,24,8,9,94,43,11,12,P2
Grass,R,R,?,193,21.39,25.69,9,12,4,3,113,94,66,63,46,48,20,22,16,15,9,4,122,184,12,4,P2
Grass,R,R,?,178,24.09,28.51,6,8,5,7,135,123,82,86,56,66,20,14,20,19,10,3,198,28,16,6,P2
Grass,L,R,?,172,23.05,26.12,5,3,5,8,78,84,48,55,39,38,18,10,13,13,2,5,48,23,2,9,P2
Grass,R,R,?,190,19.93,29.84,6,19,6,7,142,140,82,80,70,62,34,39,24,27,3,3,218,138,5,6,P2
Grass,R,R,?,?,23.14,20.68,6,8,4,3,102,90,63,51,42,44,17,23,17,17,1,3,121,68,7,5,P2
Grass,R,R,183,198,26.44,21.2,8,9,4,1,87,63,39,43,26,40,18,13,13,13,4,0,748,3,10,0,P2
Grass,R,R,185,198,28.96,29.77,3,22,4,2,95,79,50,54,34,45,21,14,14,14,9,4,39,4,13,4,P2
Grass,L,L,190,188,27.74,36.78,3,18,4,1,72,66,41,42,26,39,16,14,13,14,3,1,88,70,8,2,P2
Grass,R,R,?,196,29.05,29.15,1,20,5,7,116,121,86,72,56,53,15,26,17,18,5,5,155,47,9,7,P2
Grass,R,L,188,?,31.38,19.21,7,21,6,7,125,120,84,66,60,56,22,31,20,20,9,7,46,25,12,8,P2
Grass,R,U,185,?,25.77,22.22,6,10,7,4,173,161,104,105,72,88,40,27,29,27,8,4,15,81,14,6,P2
Grass,R,R,185,183,26.35,33.51,2,3,5,0,82,74,52,34,27,28,11,23,14,13,5,1,74,53,13,3,P2
Grass,L,R,188,185,30.46,38.12,2,3,8,5,91,86,51,39,33,32,16,28,14,14,5,4,38,158,11,5,P2
Grass,R,R,163,188,27.57,30.6,3,6,2,3,84,81,50,48,30,40,19,22,14,15,4,1,9,51,8,2,P2
Grass,R,R,?,170,26.97,25.88,5,6,4,4,75,74,38,44,19,30,13,18,12,12,1,3,78,11,9,5,P2
Grass,R,L,190,?,34.74,24.98,7,13,5,3,141,137,85,99,62,71,26,22,19,21,18,9,91,93,22,11,P2
Grass,R,R,180,183,32.5,32.73,20,6,10,3,103,103,56,79,46,61,21,16,15,18,7,3,76,154,9,3,P2
Grass,R,R,?,178,25.43,31.11,4,7,3,8,101,96,64,52,41,44,18,22,18,18,4,0,87,16,10,3,P2
Grass,R,R,?,?,25.75,19.37,8,8,4,6,161,126,100,67,66,51,31,38,22,24,12,5,29,80,17,8,P2
Grass,L,R,190,188,30.86,27.29,1,13,5,10,90,90,55,63,35,45,13,12,14,15,11,5,41,72,17,8,P2
Grass,R,R,193,183,28.02,30.52,12,3,7,0,112,98,69,73,47,58,20,17,18,18,5,4,97,77,9,5,P2
Grass,R,L,175,185,33.24,32.08,5,3,4,4,84,76,48,56,30,44,14,11,13,13,8,3,127,1,14,4,P2
Grass,R,R,185,185,30.66,36.9,6,16,4,0,90,61,53,43,35,40,16,12,14,13,4,0,73,2,9,0,P2
Grass,R,R,208,?,39.34,28.19,61,31,6,7,216,195,154,110,127,96,35,56,36,36,5,2,112,64,6,3,P2
Grass,R,L,183,183,26.15,30.01,10,9,3,3,114,116,73,68,48,50,21,27,18,19,4,3,59,26,9,6,P2
Grass,R,R,188,?,35.08,22.39,2,10,5,5,73,86,51,52,35,42,9,21,13,14,5,5,65,67,9,5,P2
Grass,R,R,193,198,32.48,30.74,8,17,4,5,105,93,69,60,51,54,14,15,15,16,2,2,109,13,5,2,P2
Grass,R,R,183,193,36.54,31.83,7,12,3,3,139,131,78,81,52,61,37,27,21,23,7,3,86,44,11,7,P2
Grass,L,R,193,178,35.15,34.71,28,24,10,2,128,116,86,77,71,65,20,27,19,20,6,4,60,27,6,4,P2
Grass,R,R,190,203,34.36,32.12,8,34,4,3,134,127,88,83,64,70,20,23,20,21,6,4,50,8,10,5,P2
Grass,R,L,198,185,29.76,28.13,27,14,8,0,147,143,93,96,74,63,27,31,25,26,9,7,5,82,13,13,P2
Grass,R,R,?,?,22.72,23.21,24,6,7,1,175,198,117,147,89,101,33,28,31,31,6,7,66,103,10,11,P2
Grass,R,R,185,?,24.35,24.84,13,16,6,5,148,163,98,109,67,78,25,33,23,25,5,7,19,171,11,10,P2
Grass,R,R,183,196,29.05,27.51,3,34,1,5,121,115,82,80,59,68,25,19,20,19,3,1,56,32,4,2,P2
Grass,L,R,?,206,30.46,33.18,7,64,5,3,178,154,113,121,83,97,36,20,27,28,6,3,104,10,10,3,P2
Grass,R,R,181,?,28.96,28.64,25,8,8,5,181,177,103,105,73,71,33,42,25,27,15,15,71,98,21,20,P2
Grass,R,R,?,?,21.73,19.89,8,18,9,3,164,127,85,81,64,62,33,27,22,23,16,2,54,35,21,5,P2
Grass,R,R,183,?,33.26,29.1,17,4,2,6,123,121,76,68,53,52,24,28,17,18,4,4,224,133,6,5,P2
Grass,R,R,183,?,33.04,22.11,14,34,9,6,151,167,93,108,71,88,31,24,27,26,5,14,95,40,10,17,P2
Grass,R,R,185,?,36.53,20.45,13,22,9,2,105,98,66,53,43,45,17,27,19,18,1,2,63,52,7,4,P2
Grass,L,R,190,?,27.87,23.48,7,10,7,1,112,76,69,45,49,39,18,26,15,16,9,0,168,17,12,0,P2
Grass,L,R,188,188,33.18,31.11,7,15,5,0,81,61,52,46,34,41,7,8,12,12,7,3,126,21,13,3,P2
Grass,R,R,190,193,31.24,23.18,7,19,4,9,91,80,58,47,40,43,13,18,15,16,3,2,43,18,8,4,P2
Grass,R,R,193,178,25.69,28.51,16,24,4,4,147,131,95,84,71,64,22,27,21,21,8,4,184,28,11,7,P2
Grass,R,R,172,190,26.12,29.84,5,14,5,7,125,132,82,82,59,58,17,22,21,22,9,6,23,138,14,12,P2
Grass,R,R,?,198,20.68,21.2,13,11,9,3,151,148,83,100,71,78,24,26,24,26,11,6,68,3,16,7,P2
Grass,L,R,188,198,36.78,29.77,10,13,5,1,86,53,43,32,28,31,17,17,13,12,5,0,70,4,11,0,P2
Grass,L,R,?,196,19.21,29.15,6,9,7,10,115,116,62,74,46,60,30,16,18,19,8,8,25,47,11,11,P2
Grass,U,R,?,183,22.22,33.51,12,6,3,2,83,88,42,49,32,44,18,24,14,16,2,6,81,53,6,7,P2
Grass,R,R,185,188,38.12,30.6,13,14,9,10,116,124,52,72,39,58,29,24,20,20,8,4,158,51,14,8,P2
Grass,R,L,170,?,25.88,24.98,7,17,1,7,87,111,60,74,37,54,17,17,15,17,2,7,11,93,6,9,P2
Grass,R,R,183,178,32.73,31.11,3,5,2,4,96,92,68,49,42,34,7,24,13,13,12,6,154,16,18,7,P2
Grass,R,R,188,?,27.29,19.37,5,6,6,7,148,141,100,80,71,62,19,37,20,22,11,6,72,80,17,8,P2
Grass,R,L,183,185,30.52,32.08,3,5,1,3,90,101,65,67,38,43,13,24,14,15,8,11,77,1,13,13,P2
Grass,R,R,?,185,28.19,36.9,11,10,6,2,100,74,56,40,37,37,21,23,14,15,10,0,64,2,14,0,P2
Grass,R,L,?,183,22.39,30.01,12,8,4,1,144,139,76,93,52,64,28,22,25,25,5,4,67,26,14,11,P2
Grass,R,R,198,193,30.74,31.83,22,18,2,2,112,109,69,83,52,64,23,16,20,20,5,1,13,44,9,2,P2
Grass,R,R,178,203,34.71,32.12,5,22,3,4,97,88,59,61,35,53,25,15,16,17,3,3,27,8,7,4,P2
Grass,L,R,185,?,28.13,23.21,14,11,0,2,95,104,64,74,51,60,16,16,16,17,2,2,82,103,4,2,P2
Grass,R,R,?,196,24.84,27.51,7,28,2,3,146,109,110,76,72,66,18,21,22,21,7,3,171,32,11,5,P2
Grass,R,R,?,206,28.64,33.18,1,21,2,3,77,73,53,60,34,50,13,7,14,14,0,0,98,10,4,0,P2
Grass,R,R,?,?,29.1,19.89,1,11,4,3,68,75,44,51,21,37,9,11,12,13,4,3,133,35,12,6,P2
Grass,R,R,?,?,20.45,22.11,11,33,10,9,161,137,92,94,67,76,30,20,25,23,7,3,52,40,12,5,P2
Grass,R,R,?,188,23.48,31.11,11,18,4,2,135,104,81,77,53,63,27,15,18,19,13,4,17,21,17,5,P2
Grass,R,R,193,178,23.18,28.51,13,7,4,1,81,86,52,60,38,48,14,18,14,16,4,0,18,28,8,1,P2
Grass,R,R,198,190,21.2,29.84,8,18,5,8,127,157,80,109,58,80,28,28,25,25,1,10,3,138,6,13,P2
Grass,R,R,196,198,29.15,29.77,10,7,5,6,93,96,47,55,35,44,20,20,15,17,7,3,47,4,12,6,P2
Grass,R,R,188,183,30.6,33.51,15,7,12,2,133,139,91,93,67,66,18,29,20,22,7,7,51,53,11,8,P2
Grass,R,L,178,?,31.11,24.98,5,17,4,2,130,132,86,98,64,73,17,20,20,19,3,13,16,93,6,14,P2
Grass,R,L,?,185,19.37,32.08,8,5,5,1,77,76,43,44,26,34,17,23,12,13,7,3,80,1,12,3,P2
Grass,L,R,183,185,30.01,36.9,6,13,2,0,100,76,77,51,42,46,11,13,14,14,7,4,26,2,12,4,P2
Grass,R,R,193,203,31.83,32.12,9,20,4,6,165,158,116,103,88,84,23,30,24,27,9,1,44,8,12,5,P2
Grass,R,R,?,196,23.21,27.51,5,37,6,6,124,107,84,71,57,63,22,21,20,20,10,0,103,32,14,0,P2
Grass,R,R,?,206,19.89,33.18,18,22,5,2,109,100,65,77,52,68,27,14,18,18,2,1,35,10,3,1,P2
Grass,R,R,?,188,22.11,31.11,4,2,1,1,84,65,50,46,28,36,13,11,13,13,7,1,40,21,14,3,P2
Grass,R,R,190,178,29.84,28.51,18,7,4,7,132,147,79,96,60,76,31,27,20,23,6,7,138,28,8,8,P2
Grass,R,R,183,198,33.51,29.77,13,27,5,4,201,169,116,111,89,83,32,27,26,25,16,10,53,4,20,15,P2
Grass,L,L,?,185,24.98,32.08,8,9,2,1,84,73,53,50,31,39,17,17,14,14,3,0,93,1,8,1,P2
Grass,R,R,185,203,36.9,32.12,17,27,1,3,177,208,123,139,97,106,32,36,33,34,3,9,2,8,7,12,P2
Grass,R,R,196,206,27.51,33.18,32,26,6,4,133,120,93,87,74,78,21,18,23,22,3,1,32,10,6,1,P2
Grass,R,R,178,188,28.51,31.11,3,6,1,3,117,91,80,61,47,52,16,12,17,17,7,4,28,21,14,7,P2
Grass,R,L,198,185,29.77,32.08,33,3,7,5,175,166,111,116,86,86,29,31,27,28,6,5,4,1,10,7,P2
Grass,R,R,206,203,33.18,32.12,53,49,6,4,291,278,218,198,171,166,35,47,50,49,7,3,10,8,11,5,P2
Grass,L,R,185,188,32.08,31.11,9,23,4,4,210,176,150,125,100,95,34,24,30,29,15,7,1,21,19,11,P2
Grass,R,R,203,188,32.12,31.11,10,6,5,4,80,94,49,68,34,52,15,17,14,15,0,7,8,21,4,7,P2
Clay,R,L,?,?,22.26,24.13,3,2,6,3,49,54,26,31,21,26,7,13,9,9,4,1,111,145,7,1,P2
